week,category,weekly_rank,show_title,weekly_views,keywords,title_image_url
2023-11-26,TV (Non-English),10,Suburræterna,1200000.0,,
2023-11-19,Films (English),3,Monster Hunter,6100000.0,"giant monster, female soldier, another dimension, bow and arrow, based on video game, swordswoman, dimensional travel",https://image.tmdb.org/t/p/w500/1UCOF11QCw8kcqvce8LKOO6pimh.jpg
2023-11-19,Films (English),4,Locked In,5100000.0,"revenge, murder, psychological thriller, extramarital affair, malicious",https://image.tmdb.org/t/p/w500/blQaj6biyBMLo34cuFKKwbgjIBz.jpg
2023-11-19,Films (English),5,F9: The Fast Saga,4300000.0,"speed, family relationships, sequel, duringcreditsstinger, fast car, brother brother relationship, farcical",https://image.tmdb.org/t/p/w500/deEmLILTPejEb6OGsXRJ5MCvyDW.jpg
2023-11-19,Films (English),7,Cold Pursuit,3000000.0,"drug dealer, dark comedy, colorado, revenge, gun battle, snow, sympathetic",https://image.tmdb.org/t/p/w500/cO802woIgZsLbOWPUSsleobKyDp.jpg
2023-11-19,Films (English),9,Pain Hustlers,2600000.0,based on novel or book,https://image.tmdb.org/t/p/w500/m0gM9jE1KmCkXZRqkeNYEQZdVsZ.jpg
2023-11-19,Films (Non-English),4,Summer Vacation,2200000.0,"summer vacation, family comedy",https://image.tmdb.org/t/p/w500/14SsotUuzTYKmPRxvIoFgHzwegf.jpg
2023-11-19,Films (Non-English),6,Burning Betrayal,1900000.0,based on novel or book,https://image.tmdb.org/t/p/w500/3MxgXI3VO7QCNnP0mPBjxLIemNM.jpg
2023-11-19,Films (Non-English),7,In Love and Deep Water,1500000.0,"romcom, romance, cruise ship, luxury liner, murder case, mystery",https://image.tmdb.org/t/p/w500/bQddqjvARsJjxrnC9FyTE7iA0uG.jpg
2023-11-19,Films (Non-English),9,The Claus Family 3,1400000.0,"santa claus, sequel, christmas, kerstmis, family comedy",https://image.tmdb.org/t/p/w500/aJg7z3AVwBakEUDdJaah5QyebXn.jpg
2023-11-19,Films (Non-English),10,Forgotten Love,1000000.0,"based on novel or book, surgeon, memory loss, father daughter reunion, candid, lost memory, admiring",https://image.tmdb.org/t/p/w500/8mHfCmc2dt6wk2DNc0NXlYXOzVj.jpg
2023-11-19,TV (English),4,How to Become a Mob Boss,3900000.0,,
2023-11-19,TV (English),7,Robbie Williams,2200000.0,concert,https://image.tmdb.org/t/p/w500/8FuNnMu3nXUqb1PVX4o0uhyrJqT.jpg
2023-11-19,TV (English),8,Unicorn Academy,2100000.0,,
2023-11-19,TV (English),9,Life on Our Planet,2000000.0,"climate change, biography, destruction of planet, nature, evolution, biological disaster, future vision, climate observatory, nature documentary, semi-biographical, save the planet, planet earth, future earth, animal evolution, climate breakdown, vision of the future, climate emergency, not too distant future, climate crisis",https://image.tmdb.org/t/p/w500/zSKwyUDKDHiFU5syTTvQRDcGBPS.jpg
2023-11-19,TV (English),10,BLUE EYE SAMURAI,1900000.0,,
2023-11-19,TV (Non-English),3,"The Billionaire, The Butler, and the Boyfriend",2100000.0,,
2023-11-19,TV (Non-English),4,The Tailor,2000000.0,,https://image.tmdb.org/t/p/w500/piY3TNSxou7lsdMcQg79AZbJ4Kh.jpg
2023-11-19,TV (Non-English),6,Daily Dose of Sunshine,1800000.0,,
2023-11-19,TV (Non-English),9,Lupin,1500000.0,,https://image.tmdb.org/t/p/w500/7exrhWbgBZZhGQlesKszNSUYeZo.jpg
2023-11-19,TV (Non-English),10,Cigarette Girl,1500000.0,"musical, tycoon, singer, cigarette girl",https://image.tmdb.org/t/p/w500/1m6bTQ2M445cGJQWPEWtslb2mAY.jpg
2023-11-12,Films (English),4,Sly,5900000.0,"biography, movie star",https://image.tmdb.org/t/p/w500/1utWajLPvv1R9ZwkD98s2ZEngS.jpg
2023-11-12,Films (English),5,NYAD,5800000.0,"affectation, biography, based on true story, based on memoir or autobiography, swimming, world record, wild swimming, absurd, admiring, adoring",https://image.tmdb.org/t/p/w500/ydSqUhKFvg5cZ5OwImmf3K1R6SS.jpg
2023-11-12,Films (English),7,Spider-Man: Across the Spider-Verse,4400000.0,"new york city, hero, sacrifice, superhero, villain, portal, based on comic, sequel, romance, alter ego, alternate dimension, india, parenting, family, alternate version, super power, brooklyn, new york city, superhero team, spider bite, super villain, cliffhanger, teenage romance, young heroes, teen superhero, teen social issues, chelsea, alternate universe, superhero teamup, female superhero, slow burn romance, grand, interdimensional travel, sentimental, audacious, bold, defiant, exhilarated, exuberant",https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg
2023-11-12,Films (Non-English),7,Sister Death,1300000.0,"nun, prequel, evil nun, convent (nunnery), novice, nunhood, post spanish civil war, girls' school",https://image.tmdb.org/t/p/w500/zfVdFJGGgHDM3RFZdTPhZqy1WEi.jpg
2023-11-12,Films (Non-English),8,Ransomed,1300000.0,"diplomat, taxi driver, rescue mission, 1980s, lebanon",https://image.tmdb.org/t/p/w500/rXGVc5a3sIFpER8oIZU3Bccv9HL.jpg
2023-11-12,Films (Non-English),9,Irugapatru,1200000.0,marital discord,https://image.tmdb.org/t/p/w500/28AzafDajgmd53F2DgMAK2ncu3K.jpg
2023-11-12,TV (English),7,Till Murder Do Us Part: Soering vs. Haysom,2800000.0,,
2023-11-12,TV (English),9,Bodies,2600000.0,"murder, neighbor",
2023-11-12,TV (English),10,Beckham,1700000.0,"london, england, sports, tradition, culture clash, immigration, women's football (soccer), multiculturalism, football (soccer), family, lgbt, woman director, teen drama, british asian, british-indian, sports comedy",https://image.tmdb.org/t/p/w500/2dzSBmFWWqt8NbnubJKIWU21Y86.jpg
2023-11-12,TV (Non-English),3,Ferry: The Series,3100000.0,,
2023-11-12,TV (Non-English),8,Pact of Silence,1800000.0,,https://image.tmdb.org/t/p/w500/ci3jDgZ2dlfMnyadw9l9KhUXmBx.jpg
2023-11-12,TV (Non-English),9,Attack on Titan,1700000.0,"monster, transformation, wall, based on manga, death of family, extinction, shounen, titan, suspense",https://image.tmdb.org/t/p/w500/uT7qQMmP07FG935JfM1oMlwfvoV.jpg
2023-11-05,Films (English),5,Old Dads,5000000.0,"parenting, fatherhood",https://image.tmdb.org/t/p/w500/krA2iXd1PK1vhg4jeWfbSD4fSJi.jpg
2023-11-05,Films (English),8,Monster High: The Movie,4700000.0,"high school, monster, musical, wolfman, teen movie, based on toy, werewolf, jekyll and hyde, teenage heroine, frankenstein, dracula, independent film",https://image.tmdb.org/t/p/w500/tn3GWm0Erehkpur8PUuYWxGpul5.jpg
2023-11-05,Films (English),10,Herself,4100000.0,,https://image.tmdb.org/t/p/w500/qTCdyHTibEl90w6rDxTTHTX9k3O.jpg
2023-11-05,Films (Non-English),7,A Deadly Invitation,1400000.0,,https://image.tmdb.org/t/p/w500/3DZN9QD2IDwG6YMuk0NvJRNbeJP.jpg
2023-11-05,Films (Non-English),8,Hatching,1300000.0,"gymnastics, family relationships, coming of age, bird hatching, family conflict, egg, body horror",https://image.tmdb.org/t/p/w500/jJbxft0A2iQtH7ZWsGtgCfOq05b.jpg
2023-11-05,Films (Non-English),9,The Takedown,1300000.0,,https://image.tmdb.org/t/p/w500/eGIxXsf3DXYejb0C62bfJVSPSM8.jpg
2023-11-05,TV (English),6,Get Gotti,3200000.0,,
2023-11-05,TV (English),7,The Fall of the House of Usher,2800000.0,,https://image.tmdb.org/t/p/w500/tAQ85wZW4peogUJha88rT8SPq7v.jpg
2023-11-05,TV (English),10,Mysteries of the Faith,2300000.0,"american  way of life, historical figure, conspiracy, alternate history",https://image.tmdb.org/t/p/w500/agjPX1IwrdXbRn37WKiHn7x3p0d.jpg
2023-11-05,TV (Non-English),5,Doona!,2100000.0,,
2023-11-05,TV (Non-English),7,Onimusha,1800000.0,"samurai, video game, sword fight, ninja, edo period, onimsuha, anime",https://image.tmdb.org/t/p/w500/q6AZ3hHgpmB8WjC96S4rKWLszOv.jpg
2023-10-29,Films (English),3,No Hard Feelings,13100000.0,"friendship, older woman seduces younger guy, romcom, summer, new york state, teen comedy, hometown, bankruptcy, craigslist, animal shelter, socially awkward, uber, late coming of age, nude swimming, graduation party, helicopter parenting",https://image.tmdb.org/t/p/w500/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg
2023-10-29,Films (English),5,Alvin and the Chipmunks: Chipwrecked,3900000.0,"sequel, chipmunk, cruise ship, live action and animation, overboard",https://image.tmdb.org/t/p/w500/npOXWVoZyl8UrF2wtByHtfmsWSX.jpg
2023-10-29,Films (English),7,Reptile,3500000.0,"infidelity, murder, new england, real estate agent, police psychologist, questioning, police task force, police drama, policial, provocative, puzzlement, suspenseful, admiring, awestruck, pretentious",https://image.tmdb.org/t/p/w500/bk4WUvoXSqPQGrhOAtt3AR0sUZf.jpg
2023-10-29,Films (English),10,Alvin and the Chipmunks: The Squeakquel,2600000.0,"chipmunk, aftercreditsstinger, duringcreditsstinger, woman director, live action and animation",https://image.tmdb.org/t/p/w500/8mdPqOga5fty15nXmaNcK1fsNMa.jpg
2023-10-29,Films (Non-English),4,Dream Girl 2,3000000.0,,https://image.tmdb.org/t/p/w500/gvNeqDNwZ8isym8CeHZsZk1QiSJ.jpg
2023-10-29,Films (Non-English),5,Heaven in Hell,2900000.0,"relationship problems, employer employee relationship, landlady tenant relationship, manipulated woman, age-gap relationship",https://image.tmdb.org/t/p/w500/jJJ8K3R19PHNqGkaqEO5DmlFVER.jpg
2023-10-29,Films (Non-English),6,The Burning Sea,2800000.0,"north sea, oil industry, oil platform, catastrophe",https://image.tmdb.org/t/p/w500/1bB7uV5ljDWKG2m5Z4cgWwDMAeY.jpg
2023-10-29,Films (Non-English),8,Crypto Boy,2200000.0,,https://image.tmdb.org/t/p/w500/SVbLd0L1L611hWYGxSqyFyGu1f.jpg
2023-10-29,TV (English),6,Big Mouth,2700000.0,,https://image.tmdb.org/t/p/w500/db0x8zc8QSdX7gDct2o1ozVu4QM.jpg
2023-10-29,TV (English),8,Sex Education,1700000.0,softcore,https://image.tmdb.org/t/p/w500/nVREXmnXlt2uUEjwliRCeWHZVum.jpg
2023-10-29,TV (English),9,Surviving Paradise,1300000.0,"africa, wildlife, kalahari, kalahari desert, animal life, animal behaviour, behavioral biology",https://image.tmdb.org/t/p/w500/c7cA49RgpTYgk7Db3XAzb8vExAD.jpg
2023-10-29,TV (Non-English),8,Creature,1900000.0,"future, monster, alien, planet",https://image.tmdb.org/t/p/w500/tv4xMEUqYvfJAW9BtUF25JnCHqS.jpg
2023-10-29,TV (Non-English),9,Kaala Paani,1500000.0,,
2023-10-29,TV (Non-English),10,Learning and fun with Jose Comelon,1200000.0,,
2023-10-22,Films (English),2,The Devil on Trial,8000000.0,"exorcism, interview, family drama, docudrama, exorcist, demonic possession, mind possession, amateur footage, criminal trial, crime documentary, spirit possession, informative, interviews",https://image.tmdb.org/t/p/w500/qqPIhVKPHePyGqQxbo4gpznsJsA.jpg
2023-10-22,Films (English),5,Long Shot,4200000.0,"journalist, usa president, tattoo, politics, babysitter, drugs, presidential candidate, speech writer, activist",https://image.tmdb.org/t/p/w500/1F9AItQ6fhrfhBVQlmC8ReOQAFG.jpg
2023-10-22,Films (English),6,Fair Play,3800000.0,"jealousy, rape, egocentrism, engagement, psychological thriller, couple, engagement party, hedge fund, woman director, secret relationship, male egos, finance, erotic, secret, power dynamics",https://image.tmdb.org/t/p/w500/tGgojtD6vJKYeCfktAhhA1pmH0n.jpg
2023-10-22,Films (English),8,Tammy,3800000.0,"robbery, alcoholism, road trip, female protagonist, on the road, reckless driving, grandmother, police arrest, road movie, alcohol problems, fired from a job, lesbian, grandmother granddaughter relationship, car, written by star",https://image.tmdb.org/t/p/w500/efsVMziwE9BNTDX5fNmYVA5oAzJ.jpg
2023-10-22,Films (English),9,Spy Kids,3700000.0,"double life, sibling relationship, parent child relationship, loss of loved one, secret agent, robot",https://image.tmdb.org/t/p/w500/j3rUkHIAAoKr6jU30q3Db4fcIF9.jpg
2023-10-22,Films (English),10,Scary Movie,3700000.0,"high school, psychopath, garage, satire, parody, crude humor, spoof, horror spoof, drugs, aftercreditsstinger, horror parody",https://image.tmdb.org/t/p/w500/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg
2023-10-22,Films (Non-English),1,The Conference,6500000.0,"slasher, corporate greed, team building, revenge murderer, playful, corporate retreat",https://image.tmdb.org/t/p/w500/ySjgDgVJrHBS2Iil7TKH1KxVfAC.jpg
2023-10-22,Films (Non-English),6,Ìjọ̀gbọ̀n,2900000.0,"coming of age, diamonds, nollywood",https://image.tmdb.org/t/p/w500/zNoyzNcMa2d8i0cynPKI7KM9Zh0.jpg
2023-10-22,Films (Non-English),10,OMG 2,1400000.0,"controversy, sex education, sequel, hindu mythology, dramedy, film censorship, religious satire",https://image.tmdb.org/t/p/w500/kApiO3oL6t100aCtkcwEhk2kqgK.jpg
2023-10-22,TV (English),8,ONE PIECE,1400000.0,"pirate, fighting, super power, aftercreditsstinger, shounen, anime, idol, one piece, adventure, non-canon",https://image.tmdb.org/t/p/w500/ogDXuVkO92GcETZfSofXXemw7gb.jpg
2023-10-15,Films (English),4,American Made,4900000.0,"central intelligence agency (cia), drug smuggling, money laundering, pilot, based on true story, drug cartel, illegal drugs, dea agent, 1980s, pablo escobar",https://image.tmdb.org/t/p/w500/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg
2023-10-15,Films (English),5,Mean Girls,3900000.0,"based on novel or book, illinois, female friendship, bullying, coming of age, prom, teenage girl, fish out of water, best friend, math teacher, biting, gossip, clique, former best friend, teen comedy, exploitation of friendship, public humiliation, high school rivalry, new girl at school, teenage life, manipulative friend, math genius, female bully, teenage friendship, teenager, antagonistic, cruel, derisive, mean spirited, mocking, sarcastic",https://image.tmdb.org/t/p/w500/fbbj3viSUDEGT1fFFMNpHP1iUjw.jpg
2023-10-15,Films (English),7,Casper,3200000.0,"friendship, afterlife, supernatural, halloween, bullying, treasure hunt, based on comic, friends, teenage girl, ghost hunting, super power, psychiatry, ghost, disorder, young heroes, imaginary, mischievous children, ghost child, mischief, unfinished business",https://image.tmdb.org/t/p/w500/vCaVCizHfxuoczd9Dlcz7et61eJ.jpg
2023-10-15,Films (English),8,Tyson's Run,3100000.0,,https://image.tmdb.org/t/p/w500/n1YApVTO1gHudv7avTRSSvUqIDR.jpg
2023-10-15,Films (English),10,Get Out,3100000.0,"kidnapping, externally controlled action, manipulation, dark comedy, hypnosis, parents-in-law, satire, racist, revenge, interracial relationship, disappearance, racism, psychological thriller, biting, blunt, neurosurgeon, missing person, stereotype, brain surgery, race-conscious",https://image.tmdb.org/t/p/w500/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg
2023-10-15,Films (Non-English),6,Khufiya,3300000.0,"based on novel or book, based on true story, spy thriller",https://image.tmdb.org/t/p/w500/bbHUuTEo2DsYLoXCjkL8kB0oPhy.jpg
2023-10-15,Films (Non-English),9,Overhaul,1700000.0,,
2023-10-15,Films (Non-English),10,Keys to the Heart,1600000.0,,https://image.tmdb.org/t/p/w500/44oUwH7mn46IaOxIv8t9t5ckwW3.jpg
2023-10-15,TV (English),4,Big Vape: The Rise and Fall of Juul,3100000.0,,
2023-10-15,TV (English),9,Everything Now,1300000.0,,https://image.tmdb.org/t/p/w500/e3FDf26DJOYmwKUpj2kql3LvuF0.jpg
2023-10-15,TV (English),10,The Great British Baking Show,1300000.0,,
2023-10-15,TV (Non-English),8,Destined with You,1700000.0,,
2023-10-15,TV (Non-English),10,DI4RIES,1300000.0,,
2023-10-08,Films (English),3,Love is in the Air,7200000.0,romcom,https://image.tmdb.org/t/p/w500/cAn1tvopkqATQ0AfV4LK08ReAvp.jpg
2023-10-08,Films (English),4,Life of a King,6300000.0,,https://image.tmdb.org/t/p/w500/1kLHMO2f2eSNDhrhbuK7S47UXbb.jpg
2023-10-08,Films (English),5,Infinite,4900000.0,"based on novel or book, secret organization, reincarnation, memories, matter of fact",https://image.tmdb.org/t/p/w500/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg
2023-10-08,Films (English),7,Spy Kids: Armageddon,4300000.0,"video game, technology, spy, games, secret agent, game, virus, game developer, heroes, kids, fantasy, save the world",https://image.tmdb.org/t/p/w500/vd8YdaH7dzeIMGTNwQinlSiA1gV.jpg
2023-10-08,Films (English),8,Last Vegas,4100000.0,"florida, new york city, california, new jersey, casino, drag queen, married couple, sarcasm, male friendship, grandfather, malibu, stag night, las vegas, older man younger woman relationship, divorced, widower, brooklyn, new york city, group of friends, childhood friends, military veteran, elderly, bachelor party",https://image.tmdb.org/t/p/w500/9Aht200Eu2jYiE9cEQdFfNDtHl6.jpg
2023-10-08,Films (English),9,Identity Thief,3900000.0,"prison, bounty hunter, dual identity, police, bathroom, identity, women's prison, thief, money, numbers, locked in bathroom, sock",https://image.tmdb.org/t/p/w500/lIliJCGoWT6tEVaDivLpXEf038w.jpg
2023-10-08,Films (English),10,The Black Book,3700000.0,"revenge thriller, nollywood",https://image.tmdb.org/t/p/w500/kn28W24slBLyGr8ZIZnxNE5YZrY.jpg
2023-10-08,Films (Non-English),6,"Ice Cold: Murder, Coffee and Jessica Wongso",2700000.0,"indonesia, true crime, cyanide, murder trial, friend murder",https://image.tmdb.org/t/p/w500/duv6wtHMuN74HF7UuLjvUUrn8dB.jpg
2023-10-08,Films (Non-English),8,Street Flow 2,2100000.0,,https://image.tmdb.org/t/p/w500/96I4OKRZICinYFCAvOnXznaCQcm.jpg
2023-10-08,Films (Non-English),9,Jaane Jaan,1900000.0,based on novel or book,https://image.tmdb.org/t/p/w500/oaUOV9VCNM5MjrmonqgH4o3XNwQ.jpg
2023-10-08,TV (English),5,Encounters,2000000.0,"alien, doppelgänger, found footage",https://image.tmdb.org/t/p/w500/isvjkFQvaqT1i1Gw2QZNMUG5eqP.jpg
2023-10-08,TV (English),8,Murdaugh Murders: A Southern Scandal,1800000.0,,
2023-10-08,TV (English),9,Who Killed Jill Dando?,1600000.0,,
2023-10-08,TV (Non-English),6,The Devil's Plan,1500000.0,,https://image.tmdb.org/t/p/w500/oY0tGK4FpLyqDk5fMIevSaAqV1d.jpg
2023-10-08,TV (Non-English),8,Burning Body,1300000.0,"taboo, female empowerment, female sexuality, social & cultural documentary",https://image.tmdb.org/t/p/w500/xXdoKmoiyrnFbV8cu0HjGjnHR3a.jpg
2023-10-08,TV (Non-English),9,Song of the Bandits,1000000.0,,
2023-10-08,TV (Non-English),10,Thursday's Widows,1000000.0,"tennis, swimming pool, murder, argentina, dead body, cunnilingus, economic crisis, gated community",https://image.tmdb.org/t/p/w500/cmxCVgA1Qlgx2sOVTJVdyDbo6l0.jpg
2023-10-01,Films (English),5,The Croods: A New Age,8900000.0,"sequel, prehistory, aftercreditsstinger, duringcreditsstinger, candid, playful, joyous, admiring, adoring",https://image.tmdb.org/t/p/w500/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg
2023-10-01,Films (English),6,Love at First Sight,7500000.0,"based on novel or book, love at first sight, reunion, twenty something",https://image.tmdb.org/t/p/w500/vCMGlarDrcmhclBmnYoH7JUCDuA.jpg
2023-10-01,Films (English),7,Accused,3300000.0,"mistaken identity, revenge, false accusations, home invasion, doxxing, cancel culture",https://image.tmdb.org/t/p/w500/jiXcYP1JwPj57JljO8mOIvFqPpx.jpg
2023-10-01,Films (English),8,The Machine,3100000.0,"one man army, nickname",https://image.tmdb.org/t/p/w500/x9dGI7LIOMMlFzyIBUta1svft2Y.jpg
2023-10-01,Films (English),9,In Time,3000000.0,"future, race against time, immortality, bank, dystopia, time, love, on the run, class differences, biting, cops and robbers , aggressive, rich vs poor, in time, antagonistic, defiant, urgent",https://image.tmdb.org/t/p/w500/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg
2023-10-01,Films (English),10,Force of Nature,2700000.0,"robbery, police, puerto rico, hurricane, gang of thieves, heist, murder, suicidal, storm, apartment building, art theft",https://image.tmdb.org/t/p/w500/ucktgbaMSaETUDLUBp1ubGD6aNj.jpg
2023-10-01,Films (Non-English),7,Gandeevadhari Arjuna,1700000.0,,https://image.tmdb.org/t/p/w500/ysgb4NqiSoNrqIVCR4Z0LUhu5Qu.jpg
2023-10-01,Films (Non-English),8,Do Not Disturb,1400000.0,,https://image.tmdb.org/t/p/w500/AdcXd3zgbtoo2EDn3ymp35gdZoH.jpg
2023-10-01,Films (Non-English),9,Ehrengard: The Art of Seduction,1300000.0,,https://image.tmdb.org/t/p/w500/7gXPtMckzLAFOA8V2niy54HqQ4e.jpg
2023-10-01,Films (Non-English),10,Once Upon a Crime,1200000.0,"morocco, whodunit, murder mystery",https://image.tmdb.org/t/p/w500/13zU7il6WMJ0QlXTMokJyBYSsYE.jpg
2023-10-01,TV (English),10,The Pacific,1700000.0,"ocean, pacific  ocean, nature documentary, west papua",https://image.tmdb.org/t/p/w500/gekMmL2mI7qrKnVqlgNvJ4O02Bm.jpg
2023-10-01,TV (Non-English),8,A Time Called You,1000000.0,,
2023-10-01,TV (Non-English),9,Behind Your Touch,900000.0,,
2023-10-01,TV (Non-English),10,Class Act,800000.0,,https://image.tmdb.org/t/p/w500/nSbkFgHYK1OFKh0WGyLw8ItC50E.jpg
2023-09-24,Films (English),6,The Wolf of Wall Street,3200000.0,"corruption, based on novel or book, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, cynical, stripping, hedonism, decadence, taunting, corrupt, shocking, 1980s, sharemarket fraud, desire for fame, financial market, fame-seeking, black monday, cautionary, hilarious, audacious, callous, disrespectful, sarcastic, based on real person",https://image.tmdb.org/t/p/w500/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg
2023-09-24,Films (English),7,The Deep House,2900000.0,"lake, france, diving, supernatural, haunted house, scuba diving, drone, underwater, diver, youtube, satanic ritual, ghost, aftercreditsstinger, holding breath under water",https://image.tmdb.org/t/p/w500/52E0LGcMKHOO91P4j6hdHKVwITP.jpg
2023-09-24,Films (English),8,Crawl,2900000.0,"florida, hurricane, animal attack, alligator, creature, flood, animal horror, crawlspace, father daughter relationship",https://image.tmdb.org/t/p/w500/4WH6AZd473lRZ3hUp8TYiv2LfZW.jpg
2023-09-24,Films (English),9,Mother's Day,2600000.0,"north atlantic treaty organization (nato), gang, fighting, child kidnapping, mother child separation, nato forces, mother child bond, gangsters, kidnapped, mother looking for child",https://image.tmdb.org/t/p/w500/wws9Z90DdZ7D0n3gdzFSZ6cntJi.jpg
2023-09-24,Films (English),10,You Are So Not Invited to My Bat Mitzvah,2500000.0,"based on novel or book, bar mitzvah, teenage girl, middle school, jewish girl, jewish family, teen drama",https://image.tmdb.org/t/p/w500/ukpifWBW2xEmMtJX4bCpoNpWEr2.jpg
2023-09-24,Films (Non-English),4,Rosa Peral's Tapes,2000000.0,,https://image.tmdb.org/t/p/w500/nQG3HhzRnr26e0O0yuTeXqnVGbn.jpg
2023-09-24,Films (Non-English),5,Freestyle,1800000.0,drug trafficking,https://image.tmdb.org/t/p/w500/8jwbiJB8Am1N9OsqaJs9vrGerlG.jpg
2023-09-24,Films (Non-English),6,El Conde,1400000.0,"vampire, seclusion, satire, black and white, eternal life",https://image.tmdb.org/t/p/w500/5tcbdLbMzYEMBeJwf5PWcgUnmVa.jpg
2023-09-24,Films (Non-English),7,How To Deal With a Heartbreak,1100000.0,,https://image.tmdb.org/t/p/w500/6zaI5w6W8wG8WgqdVvdMJ2a7C9X.jpg
2023-09-24,Films (Non-English),8,Bhola Shankar (Hindi),900000.0,,
2023-09-24,Films (Non-English),9,Bhola Shankar,900000.0,"remake, brother sister ",https://image.tmdb.org/t/p/w500/hgip2gbwu19ITJw1KvzLjKHIInt.jpg
2023-09-24,Films (Non-English),10,The Great Seduction,800000.0,,https://image.tmdb.org/t/p/w500/4EONm3medZBNfHhost4taqrje1r.jpg
2023-09-24,TV (English),5,Inside the World’s Toughest Prisons,4000000.0,,
2023-09-24,TV (English),6,Surviving Summer,3400000.0,"suicide, grandparent grandchild relationship, suicide attempt, romance, grandparents, love, summer, rebellious youth, teenage love, woman director, summer romance, teenager",https://image.tmdb.org/t/p/w500/aDq2E0zGXc9SwMHbTFjvyWK8cJa.jpg
2023-09-24,TV (English),8,Kountry Wayne: A Woman's Prayer,2600000.0,"stand-up comedy, stand-up",https://image.tmdb.org/t/p/w500/zPMyrWIKi6lwippctIPIx1KPoy7.jpg
2023-09-24,TV (Non-English),9,Ragnarok,1200000.0,,https://image.tmdb.org/t/p/w500/iJE1fUJ214WnLlq11zel8yy66QG.jpg
2023-09-24,TV (Non-English),10,Infamy,1100000.0,,https://image.tmdb.org/t/p/w500/A8uAEXOavVAb76XmL9mvzzFg4od.jpg
2023-09-17,Films (English),3,Woody Woodpecker,3500000.0,woodpecker,https://image.tmdb.org/t/p/w500/vFGUsJTa8z0OfDTbjdyppAireeB.jpg
2023-09-17,Films (English),5,Fifty Shades Freed,3400000.0,"based on novel or book, eroticism, sequel, bdsm",https://image.tmdb.org/t/p/w500/jjPJ4s3DWZZvI4vw8Xfi4Vqa1Q8.jpg
2023-09-17,Films (English),7,All My Life,3000000.0,cancer,https://image.tmdb.org/t/p/w500/xoKZ4ZkVApcTaTYlGoZ3J8xcIzG.jpg
2023-09-17,Films (English),8,Leatherface,2900000.0,"sheriff, escape, texas, diner, chainsaw, trailer, young abducted girl, killer daughter, sheriff's daughter",https://image.tmdb.org/t/p/w500/nV7LPlyhUxKn5y0nuItCr8D1OSu.jpg
2023-09-17,Films (Non-English),5,A Day and a Half,1600000.0,"based on true story, road trip, tense",https://image.tmdb.org/t/p/w500/9xkkrxSY1t4FUtMKKFXalVo3cmt.jpg
2023-09-17,Films (Non-English),8,Ramabanam,900000.0,,https://image.tmdb.org/t/p/w500/gYpJc2TdwJugZF3cG7o7HWwixQy.jpg
2023-09-17,Films (Non-English),9,Happy Ending,900000.0,throuple,https://image.tmdb.org/t/p/w500/rD3x0J6UCOhtv4Dj5AC7n8bxI5T.jpg
2023-09-17,TV (English),3,Who is Erin Carter?,3800000.0,,
2023-09-17,TV (English),4,Top Boy,3700000.0,,https://image.tmdb.org/t/p/w500/4xtHvDT2n6eWZXFGMNEUeCkwyPH.jpg
2023-09-17,TV (English),6,Spy Ops,2600000.0,"missile, spy, secret identity, terrorism, agent, terrorist attack, south korea, national intelligence service (nis)",https://image.tmdb.org/t/p/w500/tZf0CO7WD9X7Gxirmc52VMJUCct.jpg
2023-09-17,TV (English),8,Glow Up,2100000.0,,
2023-09-17,TV (English),10,Predators,1700000.0,"hunter, predator, yakuza, hunting human beings, alien life-form, sequel, alien, alien planet, jungle, creature, soldier, warrior",https://image.tmdb.org/t/p/w500/gsnUhWMYLSD8VZS7nrMT9mj9BYr.jpg
2023-09-17,TV (Non-English),7,Gangs of Oslo,1600000.0,,
2023-09-17,TV (Non-English),10,Reporting for Duty,1200000.0,"based on novel or book, world war i",https://image.tmdb.org/t/p/w500/uOaHGpkcd2eZcQU1CiFDDfmITO5.jpg
2023-09-10,Films (English),2,Choose Love,7000000.0,"romcom, interactive, romantic",https://image.tmdb.org/t/p/w500/eYOZMQY3tggQs6aQCXJdAMqey5z.jpg
2023-09-10,Films (English),6,Snitch,3900000.0,"prison, undercover, parent child relationship, arrest, based on true story, drugs, agent, dea",https://image.tmdb.org/t/p/w500/1suKSCm8gVUIIOh4MgtWAtzkMe4.jpg
2023-09-10,Films (English),7,Love Again,3800000.0,"new york city, journalist, based on novel or book, illustrator, artist, text messaging, based on movie, grieving, duringcreditsstinger, death of fiancé, music critic, children's author, unexpected romance, confess feelings, celebrity cameo, loss and grief",https://image.tmdb.org/t/p/w500/koswMk0y7jGcyofV1sBccnNtY0B.jpg
